No,Short Code,Initial Sites,Co-Located Site Code,Co-Located Site Name,OMC Name,BSC/RNC,Long Code,Area,Zone,Office,Site Type,Site Category,HO / On Air Date,Generator,Generator Serial Number,Site Severity,MSP,VIP
139,2875AL,Initial,,,M-POWER-ALEX,NA,C1_2875AL_PH18,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
140,0512AL,Initial,,,G_WARDIAN-STH_0512AL,MANSHIA02,C1_0512AL_PH09,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,STB,CD3029B158441,Golden,Nokia,True
141,0260AL,Initial,,,ICL (Replacement),SMOUHA01,C2_0260AL_PH03,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
142,0191AL,Initial,,,S_GALAL-HAMMAD_0191AL,MIAMI01,C7_0191AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
143,0673AL,Initial,,,SIDIBISHR-3,ASBSCALW01,C8_0673AL_PH13,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
144,3193AL,Initial,,,INT-RD-5,NEWAWAYED01,C1_3193AL_PH23,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
145,0855AL,Initial,,,BOKLA-2,SEMOUHA02,C1_0855AL_PH17,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
146,3173AL,Initial,,,GHOBRIAL-8,Miami01,C1_3173AL_PH23,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
147,2896AL,Initial,,,M-AGYAL,SMOUHA01,C1_2896AL_PH18,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
148,2828AL,Initial,,,M-ASAFRA-7,MIAMI01,C3_2828AL_PH17,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
149,0923AL,Initial,,,WARDIAN-4,MANSHIA02,C4_0923AL_PH18,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
150,0114AL,Initial,2996AL,M-NABI-DANIAL,S_NABI-DANIAL_0114AL,MANSHIA01,C2_0114AL_PH02,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
151,0454DE,Initial,,,G_BH-INT-RD3_0454DE,NEWAWAYED02,C1_0454DE_PH06,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,Cont.,Not cleared,Golden,Nokia,True
152,0413AL,Initial,7230AL,NEWAWAYED01/02 BSCs,AWAYED-EXCH (Replacement),NEWAWAYED01,C2_0413AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
153,3050AL,Initial,,,DRGHM-RSDNS,SEMOUHA02,C3_3050AL_PH19,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
154,1179AL,Initial,,,I-MOBNIL-AWYD,NEWAWAYED01,C1_1179AL_PH19,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
155,0431AL,Initial,,,IZBIT FALAKY 1,NEWAWAYED01,C8_0431AL_PH09,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
156,0678AL,Initial,,,LABBAN-2,MANSHIA02,C1_0678AL_PH13,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,
157,0907AL,Initial,,,LABBAN-3,MANSHIA01,C1_0907AL_PH17,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
158,0095AL,Initial,,,WABOUR-MIYAH(Replacement),SEMOUHA02,C5_0095AL_PH02,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
159,0001AL,Initial,,,5_S_ABUQIR_0001AL_SS00,NEWAWAYED02,0001AL,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,
160,0433AL,Initial,,,S_BANAYOTY-TRAIN_0433AL,NEWAWAYED02,C4_0433AL_PH09,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
161,2698AL,Initial,,,M-HADRA-KBLY2,SMOUHA01,C1_2698AL_PH15,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
162,0658AL,Initial,,,MANSHIA-3,MANSHIA01,C3_0658AL_PH13,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
163,0770AL,Initial,,,IZBT-FALAKY-5,NEWAWAYED01,C5_0770AL_PH15,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
164,0981AL,Initial,2647AL,M-AWAYED-5,IZBET-MUHSEN-3,NEWAWAYED01,C1_0981AL_PH18,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
165,0572AL,Initial,,,GREN-PLAZA-RES,NEWAWAYED02,C12_0572AL_PH12,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
166,0779AL,Initial,,,RAS-SODA-3,MIAMI01,C3_0779AL_PH15,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
167,0361AL,Initial,8043AL,SIDIBISHR-EST BSC,N_SIDIBISHR-EST_0361AL,MIAMI01,C1_0361AL_PH08,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
168,0161AL,Initial,,,CLEOPATRA-AL,SMOUHA01,C3_0161AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
169,0470AL,Initial,,,S_ESHREEN_0470AL,NEWAWAYED02,C2_0470AL_PH09,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
170,0316AL,Initial,,,N_SOUQ_0316AL,NEWAWAYED01,C3_0316AL_PH05,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
171,0864AL,Initial,,,ZEZINIA-3,SEMOUHA02,C5_0864AL_PH17,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
172,3130AL,Initial,,,GLDN-JWL-HTL,SMOUHA01,C1_3130AL_PH22,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
173,2628AL,Initial,,,M-CD-GABER-STN,SEMOHA_01 (NSN),C1_2628AL_PH14,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
174,3356AL,Initial,,,NEW-SAWARY2,SMOUHA02,C1_3356AL_PH25,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
175,3357AL,Initial,,,NEW-SAWARY3,SMOUHA02,C1_3357AL_PH25,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
176,2893AL,Initial,,,M-RASAFA-6,SEMOUHA02,C1_2893AL_PH18,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
177,2A53AL,Initial,,,M-ALEXCOMPLEX,NA,C1_2A53AL_PH22,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
178,0914AL,Initial,,,ALX-ENT-2,SEMOUHA02,C1_0914AL_PH18,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
179,2694AL,Initial,,,M-HADRA-2,SEMOUHA02,C3_2694AL_PH15,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
180,3041AL,Initial,,,WEKALA-2,SEMOUHA02,C4_3041AL_PH19,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
181,0009AL,Initial,,,KFR-ABDO(Replacement),SMOUHA01,C2_0009AL_PH00,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
182,1213AL,Initial,,,I-QNP-KFRABDO,NA,C1_1213AL_PH22,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
183,0167AL,Initial,,,N_AMAL-AL_0167AL,SEMOUHA02,C7_0167AL_PH03,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
184,3142AL,Initial,,,IZBT-QALAA,NEWAWAYED02,C2_3142AL_PH22,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,Cont.,CD3029B048467,Silver,Nokia,
185,2A65AL,Initial,,,M-MIAMI-FRNCHS,NA,C1_2A65AL_PH25,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
186,0420AL,Initial,,,S_SIDIBISHER2_0420AL,MIAMI01,C3_0420AL_PH09,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
187,0318AL,Initial,,,N_MOHARAM-TRAM_0318AL,SEMOUHA02,C6_0318AL_PH05,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
188,3145AL,Initial,,,POLICE-TOWERS,SEMOUHA02,C1_3145AL_PH22,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
189,2062AL,Initial,,,M-MESBAH,NA,C6_2062AL_PH04,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
190,0174AL,Initial,,,S_MAGLESS_0174AL,SEMOUHA02,C4_0174AL_PH03,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
191,2051AL,Initial,,,M-MOTOR-CYCLE,MIAMI01,C3_2051AL_PH04,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
192,3036AL,Initial,,,GHOBRIAL-7,NEWAWAYED01,C3_3036AL_PH19,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
193,0011AL,Initial,,,MERCURE,SEMOUHA02,C3_0011AL_PH00,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
194,0440AL,Initial,,,FLEMMING 2 (Replacement),SEMOUHA02,C12_0440AL_PH09,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
195,0261AL,Initial,,,S_HORRIYA_0261AL,SEMOUHA02,C6_0261AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
196,0301AL,Initial,,,S_MANDRA-CORNISH_0301AL,MAMOURA01,C2_0301AL_PH04,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
197,0348AL,Initial,,,N_SARAH_0348AL,MIAMI01,C1_0348AL_PH07,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
198,0589AL,Initial,,,BAKOS-BALAD-2,NEWAWAYED01,C8_0589AL_PH12,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
199,0181AL,Initial,,,S_ZAEM_0181AL,MIAMI01,C1_0181AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
200,2715AL,Initial,,,M-WARDIAN-4,MANSHIA02,C5_2715AL_PH15,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
201,0366AL,Initial,,,WARDIAN-KBLY,MANSHIA02,C16_0366AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
202,4949DE,Initial,,,BH-ABIS-3,ASBSCALW01,C1_4949DE_PH25,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
203,0502AL,Initial,,,S_BH-SABAGH-BADA_0502AL,NEWAWAYED02,C1_0502AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
204,2716AL,Initial,,,M-WARDIAN-5,MANSHIA02,C2_2716AL_PH15,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
205,0842AL,Initial,,,HARAS-HUDOOD-2,MANSHIA02,C1_0842AL_PH17,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
206,0089AL,Initial,,,ANFOUSHI(replacement),MANSHIA01,C3_0089AL_PH02,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
207,0092AL,Initial,,,N_SOOK-GOMAH_0092AL,MANSHIA02,C2_0092AL_PH02,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
208,0657AL,Initial,,,GOMROK-2,MANSHIA01,C1_0657AL_PH13,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
209,2877AL,Initial,,,M-POPE-ALEX,MANSHIA01,C1_2877AL_PH18,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
210,0205AL,Initial,,,19_S_MAMOURA-STH_0205AL_00S0,MAMOURA01,C3_0205AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
211,0332AL,Initial,,,S_MENNA_0332AL,SEMOUHA02,C1_0332AL_PH07,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
212,7075AL,Initial,,,"Mohamed Abbas 1, 2 BSC",MIAMI01,C1_7075AL_PH10,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
213,0033AL,Initial,,,S_STANLY_0033AL,SMOUHA01,C5_0033AL_PH01,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
214,0379AL,Initial,,,1471_B_ABUQIR-RASHID_0379AL,MAMOURA01,C9_0379AL_PH09,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
215,0626AL,Initial,,,NASR-MSQ,MAMOURA01,C7_0626AL_PH12,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
216,3131AL,Initial,,,TOUSON-3,NEWAWAYED01,C1_3131AL_PH22,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
217,0949AL,Initial,,,GIHAN-SQR,MIAMI01,C1_0949AL_PH18,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
218,0468AL,Initial,,,ZEZINIA2,SEMOUHA02,C6_0468AL_PH09,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
219,0759AL,Initial,,,KARMOZ-3,MANSHIA01,C5_0759AL_PH14,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
220,0193AL,Initial,8048AL,GHEIT-INAB BSC,N_GHEIT-INAB_0193AL,MANSHIA02,C7_0193AL_PH03,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
221,2747AL,Initial,,,M-ENAB-ENT,MANSHIA02,C1_2747AL_PH16,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
222,0515AL,Initial,,,S_MOHARAMBEK-BDG_0515AL,SEMOUHA02,C4_0515AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
223,0297AL,Initial,,,S_MANDARAH-KBLY_0297AL,MAMOURA01,C1_0297AL_PH04,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
224,0578AL,Initial,,,SALAH EL DEEN ,NEWAWAYED01,C2_0578AL_PH12,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
225,0450AL,Initial,,,G_BANTAKOUSH_0450AL,NEWAWAYED02,C1_0450AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
226,0777AL,Initial,,,BKUP-EZBT-30,NEWAWAYED02,C2_0777AL_PH15,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
227,0170AL,Initial,,,S_ASAFRA_0170AL,MIAMI01,C1_0170AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
228,3236AL,Initial,,,MOHARAM-BEK-8,MANSHIA02,C1_3236AL_PH24,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
229,0600AL,Initial,,,OBOUR-HOUSING,MAMOURA01,C4_0600AL_PH12,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
230,2625AL,Initial,,,M-AHMED-ST ,MANSHIA01 NSN,C1_2625AL_PH14,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
231,0398AL,Initial,,,ASAFRA-YACOUB ( Replacement ),MIAMI01,C13_0398AL_PH09,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
232,2600AL,Initial,,,M-SOLIMAN-ST-2 ,NEWAWAYED01,C1_2600AL_PH13,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
233,0400AL,Initial,,,NAGDA-BAB-SHRK (Replacement ),SEMOUH02,C2_0400AL_PH09,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
234,0456AL,Initial,,,Petroleum Complex,MANSHIA02,C3_0456AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,HGB,CD3029B150212,Silver,Nokia,
235,2681AL,Initial,,,M-GAMAL-6,MAMOURA01,C4_2681AL_PH15,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
236,0706AL,Initial,,,MONTAZA-NTH_0706AL,NEWAWAYED02,C5_0706AL_PH13,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
237,0795AL,Initial,2734AL,M-ZAKI-1,SMOUHA-2,SMOUHA01,C4_0795AL_PH15,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
238,0687AL,Initial,,,IZ-TALATIN-4,NEWAWAYED02,C4_0687AL_PH13,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
239,2679AL,Initial,,,M-GAMAL-4,NA,C1_2679AL_PH15,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
240,0224AL,Initial,8028AL,SAMEH-NDL,SHEDEED(Replacement),SMOUHA01,C6_0224AL_PH3,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
241,0786AL,Initial,2793AL,M-PS-ST4,SPORTING-2,SMOUHA01,C1_0786AL_PH15,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
242,0221AL,Initial,,,S_SEKINA_0221AL,MANSHIA01,C4_0221AL_PH03,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
243,0112AL,Initial,8047AL,AWAYED-RD BSC,A_AWAYED-ROAD_BSS,NEWAWAYED02,8047AL,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
244,2969AL,Initial,,,M-SMOUHA-8,NA,C1_2969AL_PH19,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
245,0602AL,Initial,,,S_ABIS-2_0602AL,NEWAWAYED02,C3_0602AL_PH12,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
246,0393AL,Initial,,,S_MOHRAMBEK-CTR_0393AL,MANSHIA02,C8_0393AL_PH09,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
247,7084AL,Initial,,,MOHARAM_NODAL,SMOUHA01,C1_7084AL_PH14,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
248,0013AL,Initial,,,RLW-TRANS (Replacement ),MANSHIA02,C2_0013AL_PH00,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
249,0753AL,Initial,,,TAMIR-AXIS-3,MANSHIA02,C2_0753AL_PH14,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
250,0160AL,Initial,,,BOKLA,SMOUHA01,C5_0160AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,
251,0097AL,Initial,,,AL-MOSTAFA-KAMEL,SMOUHA01,C10_0097AL_PH02,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
252,0329AL,Initial,2920AL,M-BISHR-NTH,S_SIDIBISHER-NTH_0329AL,MIAMI01,C4_0329AL_PH07,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
253,3605AL,Initial,7092AL,EL-ESSAWY-NODAL,SIDIBISHR-5G,AWAYED 3 NSN,C1_7092AL_PH5,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
254,2661AL,Initial,,,M-CLOCK-SQR2,NA,C5_2661AL_PH15,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
255,0027AL,Initial,,,S_LORAN1_0027AL,MIAMI01,C2_0027AL_PH01,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
256,1035AL,Initial,,,S_FR-I-SEASON-AL_1035AL_,SEMOUHA02,C1_1035AL_PH09,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
257,1037AL,Initial,,,S_I-SANSTFNO-RSD_1037AL,SEMOUHA02,C1_1037AL_PH09,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
258,0481AL,Initial,,,MUHAGREEN,NEWAWAYED01,C3_0481AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
259,2703AL,Initial,,,M-SOTAR,SEMOUHA02,C1_2703AL_PH15,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
260,0412AL,Initial,,,S_MAHATET-RAML_0412AL,MANSHIA01,C1_0412AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
261,0582AL,Initial,,, MALAK-HEFNY-2,MIAMI01,C6_0582AL_PH12,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
262,0374AL,Initial,,,S_AZARITA_0374AL,SEMOUHA02,C2_0374AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
263,1038AL,Initial,,,S_I-SANSTFNO-STH_1038AL,SEMOUHA02,C1_1038AL_PH09,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
264,0856AL,Initial,,,FLEMMING-3,SEMOUHA02,C5_0856AL_PH17,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
265,7112AL,Initial,,,3000_N_SANSTEFANO _7112AL,SEMOUHA02,7112AL,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
266,0087AL,Initial,,,TERSANA,MANSHIA02,C6_0087AL_PH02,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
267,0741AL,Initial,,,WARDIAN-2,MANSHIA02,C1_0741AL_PH14,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
268,2A28AL,Initial,,,M-JOTUN-ALX,NA,C1_2A28AL_PH20,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
269,1030AL,Initial,1030AL,I-SAN-STEFANO (Ground),N_I-SAN-STEFANO_1030AL(Thirty_Floor-A),SEMOUHA02,C1_1030AL_PH07,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
270,0751AL,Initial,,,WEKALA,SEMOUHA02,C8_0751AL_PH14,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
271,0184AL,Initial,,,HARAS-HUDOOD,MANSHIA02,C9_0184AL_PH03,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
272,0845AL,Initial,,,EZBT-NASR,NEWAWAYED01,C4_0845AL_PH17,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
273,0814AL,Initial,,,HOOD-10,NEWAWAYED02,C3_0814AL_PH16,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
274,1160AL,Initial,,,CITY-LIGHT-MALL,NA,C1_1160AL_PH18,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
275,0104AL,Initial,,,S_ZIZINIA_0104AL,SEMOUHA02,C5_0104AL_PH02,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
276,0227AL,Initial,1217AL,I-SFYA-ZGL-MLL,ZAGHLOOL,MANSHIA01,C7_0227AL_PH03,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
